Run#,Cromwell Result,Status,Name,Tag,User,Site,Submitted,Updated
"141158","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
"141157","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
"141156","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
"141155","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
"141154","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
"141153","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
"141152","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:17","10/22 15:45"
"141151","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:17","10/22 15:45"
"141150","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:17","10/22 15:45"
"141149","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:17","10/22 15:45"
"141148","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:17","10/22 15:45"
"141147","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:17","10/22 15:45"
"141146","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:17","10/22 15:45"
"141145","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:17","10/22 15:45"
"141144","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:17","10/22 15:44"
"141143","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:17","10/22 15:45"
"141142","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:17","10/22 15:45"
"141141","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:17","10/22 15:45"
"141140","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:16","10/22 15:45"
"141139","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:16","10/22 15:45"
"141138","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:16","10/22 15:45"
"141137","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:16","10/22 15:45"
"141136","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:16","10/22 15:45"
"141135","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:16","10/22 15:45"
"141134","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:16","10/22 15:45"
"141133","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:16","10/22 15:45"
"141132","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:16","10/22 15:45"
"141131","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:16","10/22 15:45"
"141130","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:16","10/22 15:45"
"141129","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:16","10/22 15:45"
"141128","cancelled","done","","","bjcole","perlmutter","10/22 15:15","10/22 15:36"
"141127","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:15","10/22 15:45"
"141126","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:15","10/22 15:45"
"141125","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:15","10/22 15:45"
"141124","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:15","10/22 15:45"
"141123","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:15","10/22 15:44"
"141122","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:15","10/22 15:44"
"141121","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:15","10/22 15:45"
"141120","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:15","10/22 15:45"
"141119","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:15","10/22 15:44"
"141118","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:15","10/22 15:45"
"141117","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:15","10/22 15:45"
"141116","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:15","10/22 15:45"
"141115","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:14","10/22 15:45"
"141114","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:14","10/22 15:45"
"141113","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:14","10/22 15:45"
"141112","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:14","10/22 15:45"
"141111","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:14","10/22 15:44"
"141110","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:14","10/22 15:45"
"141109","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:14","10/22 15:45"
"141108","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:11","10/22 15:45"
"141107","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:11","10/22 15:45"
"141106","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:11","10/22 15:45"
"141105","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:11","10/22 15:45"
"141104","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:11","10/22 15:45"
"141103","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:11","10/22 15:45"
"141102","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:11","10/22 15:45"
"141101","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:11","10/22 15:45"
"141100","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:11","10/22 15:44"
"141099","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:11","10/22 15:45"
"141098","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:11","10/22 15:45"
"141097","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:45"
"141096","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:45"
"141095","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:45"
"141094","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:45"
"141093","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:45"
"141092","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:45"
"141091","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:45"
"141090","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:44"
"141089","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:44"
"141088","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:45"
"141087","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:45"
"141086","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:45"
"141085","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:10","10/22 15:45"
"141084","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:09","10/22 15:45"
"141083","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:09","10/22 15:45"
"141082","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:09","10/22 15:45"
"141081","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:09","10/22 15:45"
"141080","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:09","10/22 15:45"
"141079","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:09","10/22 15:45"
"141078","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:09","10/22 15:44"
"141077","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:09","10/22 15:45"
"141076","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:09","10/22 15:45"
"141075","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:09","10/22 15:44"
"141074","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:09","10/22 15:45"
"141073","cancelled","done","","","bjcole","perlmutter","10/22 15:09","10/22 15:39"
"141072","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:09","10/22 15:45"
"141071","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:44"
"141070","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:44"
"141069","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:45"
"141068","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:45"
"141067","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:45"
"141066","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:45"
"141065","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:45"
"141064","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:45"
"141063","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:45"
"141062","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:45"
"141061","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:45"
"141060","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:45"
"141059","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:08","10/22 15:45"
"141058","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:45"
"141057","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:44"
"141056","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:45"
"141055","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:45"
"141054","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:45"
"141053","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:45"
"141052","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:45"
"141051","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:44"
"141050","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:44"
"141049","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:45"
"141048","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:45"
"141047","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:45"
"141046","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:07","10/22 15:45"
"141045","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:45"
"141044","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:45"
"141043","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:45"
"141042","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:45"
"141041","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:45"
"141040","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:43"
"141039","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:45"
"141038","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:45"
"141037","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:45"
"141036","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:44"
"141035","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:44"
"141034","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:45"
"141033","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:06","10/22 15:45"
"141031","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:01","10/22 15:45"
"141030","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:01","10/22 15:44"
"141029","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:01","10/22 15:27"
"141028","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:01","10/22 15:45"
"141027","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:01","10/22 15:46"
"141026","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:01","10/22 15:44"
"141025","cancelled","done","","","bjcole","perlmutter","10/22 15:01","10/22 15:39"
"141023","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:01","10/22 15:27"
"141022","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:01","10/22 15:45"
"141021","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:01","10/22 15:45"
"141020","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:01","10/22 15:41"
"141019","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:00","10/22 15:27"
"141018","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:00","10/22 15:40"
"141017","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:00","10/22 15:41"
"141016","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:00","10/22 15:41"
"141015","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:00","10/22 15:32"
"141014","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:00","10/22 15:27"
"141013","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:00","10/22 15:32"
"141012","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:00","10/22 15:44"
"141010","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:00","10/22 15:45"
"141009","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:00","10/22 15:27"
"141008","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:00","10/22 15:27"
"141007","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:00","10/22 15:32"
"141006","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:44"
"141005","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:44"
"141004","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:32"
"141003","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:41"
"141002","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:45"
"141001","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:43"
"141000","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:32"
"140999","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:27"
"140998","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:45"
"140997","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:41"
"140996","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:32"
"140995","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:40"
"140994","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:59","10/22 15:27"
"140993","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:27"
"140992","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:27"
"140991","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:32"
"140990","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:41"
"140989","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:27"
"140988","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:41"
"140987","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:27"
"140986","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:32"
"140985","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:41"
"140984","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:32"
"140983","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:27"
"140982","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:27"
"140981","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:58","10/22 15:32"
"140980","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:45"
"140979","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:32"
"140978","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:32"
"140977","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:44"
"140976","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:32"
"140975","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:32"
"140974","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:45"
"140973","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:41"
"140972","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:45"
"140971","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:32"
"140970","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:27"
"140969","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:44"
"140968","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:57","10/22 15:27"
"140967","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:56","10/22 15:45"
"140966","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:56","10/22 15:41"
"140965","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:56","10/22 15:45"
"140964","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:56","10/22 15:44"
"140963","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:56","10/22 15:28"
"140962","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:56","10/22 15:32"
"140961","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:56","10/22 15:45"
"140960","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:56","10/22 15:27"
"140959","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:56","10/22 15:43"
"140958","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:56","10/22 15:45"
"140957","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:56","10/22 15:45"
"140956","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:56","10/22 15:28"
"140955","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:41"
"140954","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:41"
"140953","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:41"
"140952","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:41"
"140951","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:32"
"140950","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:41"
"140949","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:41"
"140948","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:27"
"140947","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:45"
"140946","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:45"
"140945","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:45"
"140944","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:44"
"140943","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:55","10/22 15:45"
"140942","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:45"
"140941","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:45"
"140940","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:41"
"140939","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:41"
"140938","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:32"
"140937","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:44"
"140936","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:41"
"140935","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:45"
"140934","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:32"
"140933","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:44"
"140932","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:41"
"140931","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:41"
"140930","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:54","10/22 15:28"
"140929","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:53","10/22 15:41"
"140928","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:53","10/22 15:41"
"140927","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:53","10/22 15:41"
"140926","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:53","10/22 15:41"
"140925","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:53","10/22 15:41"
"140924","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:53","10/22 15:44"
"140923","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:53","10/22 15:44"
"140922","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:53","10/22 15:41"
"140921","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:53","10/22 15:32"
"140920","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:53","10/22 15:45"
"140919","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:53","10/22 15:44"
"140918","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:44"
"140917","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:40"
"140916","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:44"
"140915","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:26"
"140914","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:41"
"140913","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:44"
"140912","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:26"
"140911","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:41"
"140910","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:32"
"140909","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:40"
"140908","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:27"
"140907","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:45"
"140906","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:52","10/22 15:44"
"140905","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:27"
"140904","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:27"
"140903","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:45"
"140902","failed","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:46"
"140901","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:44"
"140900","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:45"
"140899","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 14:51","10/22 15:45"
